User_Id,Place_Id,Place_Ratings,timestamp
7,31,3,964982242
7,298,4,964980896
7,290,4,964983762
7,385,5,964982791
7,77,5,964981208
7,107,2,964984086
7,77,3,964981872
8,158,5,964983873
8,301,3,964982495
8,290,2,964983504
8,322,5,964981093
8,306,4,964983108
8,98,5,964981107
8,235,4,964983536
8,45,2,964983484
8,173,3,964981799
8,306,2,964981799
8,393,5,964982328
8,395,5,964984054
8,89,3,964981144
8,433,4,964981725
8,143,5,964981775
8,275,3,964982271
8,25,5,964980668
8,98,2,964980683
8,130,3,964982271
8,223,5,964981589
8,368,2,964983737
8,164,5,964981909
8,267,4,964982363
8,202,3,964982417
8,56,2,964980694
8,30,3,964981855
8,238,3,964981220
8,294,4,964982903
9,402,3,964984002
9,196,4,1445714835
9,406,4,1445715029
9,55,4,1445715228
9,30,3,1445714885
9,246,5,1445714952
9,402,3,1445714960
9,30,2,1445715013
9,310,4,1445715064
9,417,4,1445715141
9,304,4,1445714980
9,206,3,1445715154
9,211,3,1445714974
9,28,5,1445714926
9,264,3,1445714941
9,242,3,1445714841
9,403,3,1445715340
9,253,4,1445715172
9,265,4,1445715166
9,331,4,1445715189
9,188,4,1445714891
9,54,3,1445714938
9,420,5,1445714874
9,416,4,1445714966
9,378,5,1445715145
9,233,4,1445714882
9,95,5,1445715276
9,105,2,1445714854
9,233,5,1445715272
9,204,2,1445714851
9,225,5,1306463578
9,204,2,1306464275
9,341,5,1306463619
10,145,3,1306464228
10,36,4,1306463595
10,168,5,1306463611
10,12,2,1306463567
10,134,5,1306463627
10,280,4,1306464216
10,236,4,1306463569
10,95,5,1306463624
10,344,3,1306463323
10,18,5,1306464189
10,42,3,1306463561
10,90,5,1306464003
10,280,5,1306464175
10,75,4,1306463572
10,63,5,1306464261
10,205,5,1306463559
10,268,3,1306463631
10,234,3,1306464293
10,284,3,1306463925
10,405,3,1306464054
10,230,4,1306463638
10,197,3,1306463603
10,339,3,1306464245
10,159,2,1306463770
10,77,2,1306464284
10,23,2,1306463718
10,67,5,1306463708
10,35,4,1306464021
11,229,2,1306463825
11,226,2,1306464204
11,310,3,1306463670
11,430,3,1306464036
11,107,3,1306463684
11,37,5,1306463993
11,322,5,1306463815
11,109,2,1306464164
11,341,4,986935199
11,206,2,945173447
11,97,4,986935047
11,41,3,945173425
11,355,4,964622786
11,82,2,964538444
11,376,4,986848784
11,406,4,964622758
11,186,4,986848920
11,88,3,945078571
11,378,2,945078428
11,151,5,964622565
11,149,2,945079259
11,6,5,945079078
11,150,2,945629040
11,11,3,964622684
11,127,3,945173513
11,6,2,986848894
11,5,5,945079259
11,236,2,964538468
12,429,3,945173350
12,194,3,945079182
12,27,2,964538500
12,236,3,945629063
12,49,5,964622786
12,369,5,986934901
12,94,5,964623306
12,226,4,945078690
12,274,4,945078467
12,72,5,986934915
12,183,5,986848828
12,265,4,945079259
12,301,5,945174290
12,46,4,945079872
12,65,2,945079106
12,203,5,945078636
12,379,4,964538832
12,139,4,945079301
12,5,5,945079670
12,141,2,964539986
12,312,5,986848609
12,154,5,945078587
12,71,5,964540008
12,302,3,945079906
12,75,5,986935230
12,30,5,945078601
12,52,3,945079106
12,27,3,964622714
12,102,5,964623347
12,128,2,945079653
12,293,5,945078446
12,82,4,945079837
12,402,3,945173902
12,98,2,945173989
13,398,2,945173902
13,65,2,945079670
13,398,2,945079521
13,371,5,945173602
13,422,4,964538571
13,214,5,986849085
13,20,2,945079232
13,114,5,945173654
13,229,2,964540578
13,56,5,986934819
13,265,4,945079483
13,129,4,945173692
13,75,5,945078946
13,296,2,986934696
13,191,2,945079259
13,156,3,964539723
13,177,2,964538500
13,437,5,964539723
13,406,2,986934625
13,290,2,964539180
13,163,4,964778513
13,242,3,964538500
13,178,2,964538763
13,142,5,964538763
13,245,4,964538728
14,67,5,945078967
14,325,3,945174025
14,422,4,964539205
14,88,2,945079729
14,118,4,964539961
14,344,2,964539326
14,227,4,945174008
14,259,5,964538728
14,376,5,964622684
14,368,3,986849037
14,396,2,986934832
14,167,3,945079653
14,11,2,945078690
14,230,5,945079653
14,54,2,964538763
14,304,3,945078467
14,249,5,945173766
14,96,2,945079767
14,50,2,945173492
14,8,4,964622830
14,233,3,945079790
14,362,2,986935244
14,173,5,945079906
14,435,5,945079837
14,167,4,964622758
14,294,2,945629015
14,59,3,945079956
14,274,4,945079889
14,186,4,945079143
14,91,5,964539357
14,328,5,945174134
14,371,4,986849001
14,171,3,964622642
15,298,3,964622617
15,277,3,964539431
15,90,5,945629179
15,342,5,964540505
15,435,3,964622714
15,348,2,986934786
15,23,5,986934870
15,365,5,945079653
15,340,3,964622684
15,260,5,945078967
15,369,4,986934786
15,187,4,945078690
15,74,3,945079052
15,297,4,945079521
15,21,2,986935016
15,95,3,986935328
15,367,5,986934738
15,207,4,964539855
15,284,2,945174008
15,321,2,945079729
15,248,2,964540008
15,153,5,945629238
15,248,4,964622590
15,355,5,964538964
15,27,3,945078467
15,239,3,964622590
15,434,2,945079164
15,9,4,964623306
15,360,3,986935302
15,275,2,945079858
15,142,2,945173385
15,119,4,945078863
15,219,2,964622684
15,417,3,986848894
15,170,3,945079790
15,357,3,945079013
16,264,2,945078542
16,68,2,964539986
16,292,2,964778621
16,89,3,945173553
16,203,4,964539628
16,73,2,945078814
16,201,3,964539140
16,252,2,986935016
16,434,3,945078708
16,275,4,986934870
16,150,4,945078528
16,414,5,945078946
16,67,4,986848610
16,385,2,986936200
16,359,5,945079920
16,266,4,986934884
16,30,4,964778197
16,390,2,964622487
16,322,5,964539121
16,413,4,964538930
16,121,3,964539771
16,237,4,964539828
16,384,4,964623306
16,132,5,986934498
16,26,2,964622758
16,347,3,964538329
16,121,4,964539395
16,167,3,986849238
16,270,5,964538243
17,16,4,986848908
17,339,2,964538351
17,406,5,986849212
17,267,5,986935199
17,384,5,964539085
17,371,4,986936207
17,19,2,986849180
17,318,5,986934465
17,104,4,986849149
17,37,2,986849164
17,256,4,986849130
17,11,3,986934819
17,134,4,986849254
17,181,2,986848856
17,236,3,986849180
17,98,5,986849201
17,199,3,986849226
17,410,4,986849149
17,33,5,986848753
17,237,3,986848665
17,265,4,986934901
17,78,4,986848685
17,154,5,986848700
17,173,5,1007569424
17,414,4,986848685
17,288,4,1007574542
17,330,3,1007569465
17,3,2,1007569424
17,47,4,1007574470
17,2,3,1007569465
17,145,3,1007569586
17,27,4,1007574509
17,32,2,1007569586
17,70,2,1007574532
17,308,2,1007569445
17,210,4,1007569445
17,92,3,1007574532
17,398,3,1007569465
17,279,4,1007569424
17,398,4,847434962
17,321,3,847435238
17,262,2,847434881
17,307,3,847435292
17,289,4,847434961
17,346,2,847434881
17,371,3,847435238
18,102,3,847434880
18,332,2,847434748
18,80,5,847434802
18,49,4,847435292
18,375,3,847435337
18,71,4,847435292
18,182,5,847435238
18,54,4,847435129
18,176,5,847435311
18,197,2,847435311
18,151,5,847434748
18,260,4,847435337
18,405,5,847434832
18,8,3,847434880
18,88,3,847434802
18,50,4,847434832
18,412,2,847435238
18,147,4,847434882
18,101,5,847435129
18,357,4,847434748
18,272,3,847435292
18,413,2,847434801
18,185,3,847435337
18,80,5,847435311
18,426,2,847435129
18,245,4,847434960
18,46,4,847435258
18,184,3,847435311
18,201,5,847434801
18,113,2,847435258
18,111,4,847434747
18,399,3,847434747
18,235,5,847435238
18,261,2,847434832
19,194,5,847435292
19,228,2,847434962
19,417,3,847435258
19,205,3,845553522
19,112,3,845554296
19,42,2,845554349
19,168,3,845553938
19,327,4,845553757
19,395,2,845554264
19,418,4,845555281
19,84,2,845553253
19,400,2,845553489
19,195,4,845555588
19,34,5,845554505
19,295,3,845553819
19,247,3,845553559
19,344,2,845553382
19,203,2,845553382
19,56,3,845553875
19,9,3,845554397
19,38,5,845553695
19,165,4,845555362
19,212,3,845555402
19,170,5,845553819
19,331,3,845553426
19,124,4,845553354
19,38,5,845553726
19,432,4,845554962
19,252,5,845555607
19,317,3,845553907
19,127,5,845554551
19,210,5,845553317
19,333,4,845553381
19,426,5,845555402
19,151,3,845554263
19,15,4,845555454
19,430,4,845553660
19,393,3,845555070
19,382,4,845555151
19,192,5,845555317
19,197,5,845554907
19,192,3,845556131
19,346,4,845555300
19,213,2,845555694
20,81,3,845555124
20,9,2,845555454
20,142,2,845554584
20,374,3,845553559
20,227,5,845555151
20,202,5,845555436
20,429,3,845554349
20,136,3,845553757
20,278,3,845553283
20,90,2,845553994
20,21,3,845556257
20,192,2,845555342
20,335,4,845554987
20,108,4,845555024
20,67,4,845553586
20,404,2,845553966
20,83,3,845555607
20,302,5,845553110
20,425,4,845553586
20,22,3,845553146
20,360,2,845553660
20,327,5,845555006
20,425,3,845553457
20,163,2,845553253
20,239,4,845553907
20,375,5,845553146
20,159,4,845553695
20,145,2,845554263
20,349,2,845555402
20,346,3,845554479
20,46,3,845554931
20,84,3,845555362
20,99,2,845555006
20,344,2,845553938
21,413,5,845553283
21,411,4,845553619
21,147,3,845556241
21,121,2,845554931
21,373,5,845554455
21,233,4,845553586
21,64,3,845556290
21,101,4,845553619
21,102,2,845555477
21,241,4,845554024
21,362,2,845553253
21,427,4,845556106
21,209,3,845556310
21,177,4,845556181
21,88,5,845554099
21,74,3,845555382
21,113,3,845553994
21,44,2,845556131
21,323,2,845554024
21,296,2,845553794
21,412,5,845553381
21,45,2,845553966
22,179,4,845553174
22,137,2,845554176
22,54,4,845553559
22,420,5,845553875
22,139,5,845554987
22,315,3,845555571
22,78,2,845555588
22,62,4,845554263
22,244,2,845555588
22,103,5,845556257
22,17,3,845553619
22,24,5,845553283
22,77,3,845555655
22,84,2,845553726
22,68,2,845554176
22,135,3,845555172
22,169,3,845553695
22,435,2,845554551
22,348,4,845553726
22,18,5,845553457
22,197,2,845554376
22,113,2,845555172
22,124,3,845555249
22,274,3,845553875
22,322,4,845555151
22,176,3,845553907
22,366,2,845553844
22,37,5,845555436
22,242,4,845554320
23,209,4,845553522
23,434,2,845553283
23,156,4,845554455
23,97,5,845555571
23,152,3,845553253
23,147,5,845553660
23,398,4,845553110
23,336,2,845555436
23,18,4,845554099
23,223,3,845555546
23,142,4,845556119
23,151,2,845555151
23,348,5,845555546
23,432,2,845554603
23,29,2,845553522
23,60,4,845553174
23,112,5,845553457
23,60,3,845553200
23,85,4,845554062
23,49,3,845553200
23,165,4,845555071
23,190,3,845555046
23,281,5,845553757
23,177,4,845556223
23,339,3,845553586
23,260,4,845553253
23,212,4,845555265
23,240,4,845553938
23,307,4,845555172
23,202,3,845553146
23,384,4,845555300
23,6,2,845553938
24,148,3,845553146
24,96,2,845553489
24,192,4,845554455
24,319,5,845555382
24,344,3,845553726
24,200,2,845555402
24,163,2,845553819
24,161,4,845553200
24,24,2,845553457
24,29,3,845555265
24,33,2,845556412
24,66,3,845555094
24,113,2,845554376
24,327,2,845553994
24,372,4,845553317
24,378,3,845554962
24,219,4,845553317
24,98,4,845553726
24,427,5,845553794
24,264,2,845554141
24,91,5,845554296
24,338,2,845553317
24,311,5,845554987
24,191,5,845553110
25,53,2,845553994
25,392,4,845554397
25,299,3,845554320
25,386,3,845554603
25,377,4,845553354
25,116,3,845554505
25,337,5,845554420
25,253,4,845554962
25,326,3,845554224
25,14,5,845554551
25,328,4,845553489
25,416,5,845553200
25,190,3,845553489
25,371,4,845554505
25,423,3,845553457
25,52,3,845555124
25,94,4,845555024
25,250,5,845553283
25,352,2,845554062
25,183,3,845553174
25,368,3,845555546
25,336,3,845555281
25,406,5,845553844
25,85,2,845553907
25,172,4,845555477
25,268,3,845555632
25,89,3,845553522
25,206,3,845554099
25,60,2,845554141
25,272,4,845553200
25,286,4,845553794
25,88,5,845554505
25,33,4,845554584
26,15,2,845554141
26,36,5,845555172
26,250,4,845554176
26,369,3,845553819
26,137,3,845553354
26,319,5,845554455
26,297,3,845555317
26,251,5,845553586
26,162,2,845553522
26,406,5,845555546
26,260,5,845553794
26,246,3,845554908
26,280,3,845553844
26,356,3,845554479
26,167,5,845553426
26,4,3,845554296
26,14,5,845554224
26,422,3,845556181
26,93,3,845554551
26,211,2,845553426
26,83,5,845554099
26,148,5,845554524
26,15,2,845554099
26,239,3,845554349
26,49,3,845554908
26,421,5,845553875
26,300,4,845553559
26,323,5,845555342
26,203,3,845555070
26,275,5,845553381
26,208,4,845553146
26,53,5,845553317
26,160,4,845553109
26,125,5,845553109
26,173,4,845553174
27,308,4,845553819
27,185,3,845553174
27,393,3,845554141
27,103,5,845553354
27,181,5,845555024
27,78,3,845553844
27,121,3,845555342
27,316,4,845554062
27,283,2,845555300
27,374,4,845555265
27,369,4,845555046
27,311,3,845555362
27,48,3,845555151
27,225,5,845556147
27,123,5,845555342
27,81,2,845555694
27,174,2,845556378
27,116,5,845556147
27,338,3,845555571
27,221,2,845554376
27,295,3,845555249
27,96,2,845556223
27,408,2,845555317
27,389,5,845555694
27,390,4,845553619
27,92,3,845555046
27,212,5,845555006
27,263,2,845555632
27,95,2,845556462
27,75,5,845556915
27,221,4,845554584
27,302,3,845556506
27,333,2,845555656
27,95,4,845556194
27,158,3,845554584
27,182,3,845555514
27,70,4,845556222
27,46,3,845556194
27,183,3,845556241
28,297,5,845555514
28,158,2,845556120
28,344,4,845555675
28,163,5,845556340
28,399,5,845555694
28,336,3,845556412
28,74,4,845556181
28,96,4,845556340
28,358,4,845556448
28,382,4,845556241
28,28,2,845556808
28,416,4,845556567
28,143,5,845556475
28,353,5,845556808
28,212,3,845556323
28,288,2,845556412
28,401,4,845556506
28,165,2,845556694
28,82,2,845556462
28,417,4,845556694
28,83,5,845556860
28,359,3,845556579
28,131,5,845555571
28,283,5,845556278
28,92,5,845555454
28,16,4,1106635946
28,190,4,1106635993
28,60,4,1106635520
28,286,5,1106635925
28,364,3,1106635987
28,215,5,1106635933
28,90,3,1106635915
28,110,5,1106635937
28,357,3,1106635532
28,269,4,1106635917
28,398,2,1106635714
28,168,4,1106635971
28,201,2,1106635940
28,228,4,1106635922
28,312,5,1106635912
28,397,5,1106712636
29,144,5,1106635981
29,168,3,1106636810
29,114,2,1106635943
29,202,3,1106635685
29,322,5,1106712615
29,38,4,1106635502
29,40,5,1106712613
29,267,5,1106635996
29,328,5,1106635462
29,174,3,1106635965
29,41,4,1106635496
29,28,2,1106635464
29,68,5,1106712575
29,32,3,1106635678
29,291,2,1106635681
29,95,3,1106635489
29,402,5,1106635423
29,213,3,1106635429
29,193,2,1107127060
29,397,4,1106635653
29,298,2,1106635416
29,246,3,1106635484
29,386,4,1106635444
29,41,3,1106635657
29,19,3,1106713565
29,124,2,1106712559
29,104,3,1106635625
29,300,4,1106635640
29,342,5,1106712553
29,429,3,1106635540
29,62,3,1113542732
29,123,3,1106635420
29,266,2,1106713072
29,418,4,1106713076
30,272,2,1106713081
30,434,3,1106635648
30,323,3,1106712546
30,294,2,1106635500
30,164,4,1106713005
30,373,2,1106712549
30,200,5,1106636534
30,2,2,1106712541
30,431,4,1106635630
30,207,2,1106635733
30,317,3,1106636596
30,196,5,1106635635
30,71,4,1161738301
30,373,3,1106712913
30,45,3,1106635742
30,120,2,1110855253
30,83,2,1106635524
30,76,2,1107127033
30,216,4,1106712869
30,400,4,1106635749
30,219,2,1109746591
30,172,2,1161738352
30,323,4,1106635738
30,269,3,1106636531
30,313,5,1106636718
30,157,5,1106636702
30,263,2,1106636589
30,282,5,1106636610
30,237,2,1106712866
30,346,3,1106636606
30,236,5,1106635735
30,377,5,1106636707
30,277,2,1106712820
30,118,5,1106636612
30,226,4,1106635745
31,200,5,1106713586
31,385,4,1106635705
31,378,4,1106636527
31,84,5,1106636600
31,37,2,1106712818
31,291,2,1106636516
31,231,5,1106712831
31,43,3,1157949714
31,177,5,1106636584
31,101,2,1106712827
31,324,2,1106712812
31,328,3,1106636579
31,105,3,1106636520
31,329,3,1173051472
31,107,5,1107473963
31,86,3,1106713442
31,94,4,1106636782
31,251,2,1106636592
31,345,2,1108602792
31,110,2,1106636844
31,300,5,1106636511
31,374,5,1108602755
31,6,2,1106779625
31,191,2,1161738306
31,130,2,1106636602
31,39,3,1109746594
31,238,4,1106713549
31,322,2,1118025961
31,102,3,1110757877
31,409,2,1122333561
31,126,5,1110757890
31,187,3,1106636098
31,244,4,1110173697
31,215,3,1106636064
31,327,2,1106636095
31,229,2,1106636069
31,273,5,1111552650
31,142,3,1106636101
31,397,4,1107474020
31,402,2,1113353083
31,267,4,1107127004
32,246,4,1118025982
32,367,3,1118025946
32,407,3,1122940686
32,297,3,1118026013
32,418,2,1128486479
32,322,3,1116550784
32,298,5,1121041079
32,77,2,1121041002
32,433,3,1125442102
32,236,3,1121041015
32,362,5,1122333538
32,200,4,1162163504
32,62,3,1149548381
32,279,4,1144806100
32,54,2,1157949636
32,312,5,1157066190
32,359,3,1159225196
32,166,2,1161738279
32,282,5,1157949732
32,76,3,1169687318
32,374,4,1162163488
32,147,2,1174263740
32,402,5,1165876367
32,256,3,1174263775
32,62,3,1176181731
32,122,4,1173051469
32,323,4,839463806
32,336,5,839463509
32,328,3,839463806
32,357,2,839463564
32,79,3,839463624
32,141,2,839463546
32,344,3,839463644
32,241,4,839463546
33,129,2,839463644
33,134,4,839463527
33,150,5,839464076
33,145,3,839463422
33,388,2,839463451
33,337,4,839463509
33,78,4,839463856
33,416,3,839463509
33,39,5,839463470
33,275,4,839464076
33,38,2,839463767
33,84,2,839463856
33,303,3,839463509
33,74,5,839463767
33,268,3,839463489
33,264,2,839463422
33,369,3,839463644
33,416,5,839463489
33,122,2,839463509
33,384,2,839463527
33,113,3,839463767
33,213,2,839463546
33,265,4,839463564
33,416,5,839463644
33,429,2,839463422
33,136,5,839463702
33,8,4,839463728
33,75,2,839463546
33,324,3,839463489
33,236,5,839463527
33,34,3,839463624
33,36,2,839463728
33,435,4,839463728
33,23,3,839463702
33,296,2,839463702
33,134,5,839463422
33,61,4,839463422
33,304,3,839463470
33,224,2,839463728
34,16,5,1044656650
34,341,3,1044657119
34,341,3,1044656650
34,247,4,1044656716
34,183,3,1044657102
34,230,4,1044657026
34,103,3,1044657026
34,174,2,1044656650
34,423,3,1044657088
34,266,3,1044656716
34,190,4,1044657088
34,342,4,1044656650
34,303,3,1044656716
34,204,4,1044657200
34,281,3,1044657237
34,230,4,1044656650
34,120,2,1044657072
34,261,3,1044657221
34,197,3,1044656716
34,190,3,1044656650
34,24,4,1044656650
34,46,5,1044657051
34,176,4,1044657221
34,433,4,1044656650
34,16,5,1044657051
35,380,5,1044656811
35,60,3,1044656811
35,301,4,1044656792
35,126,3,1044656836
35,316,2,1044656836
35,39,2,1044656836
35,426,2,1044656836
35,188,3,1044657318
35,330,3,1044657269
35,318,2,1044656962
35,158,2,1044656792
35,402,5,1044657318
35,328,4,1044657144
35,344,4,1044656934
35,279,5,1044656908
35,395,2,1044656962
35,304,2,1044657338
35,336,2,1044657185
35,5,4,1044657269
35,113,3,1044657072
35,241,2,1044657285
35,82,5,1455303387
35,308,4,1455301685
35,136,3,1455306173
35,330,4,1455357645
35,343,2,1455302254
35,319,4,1455306152
35,185,2,1455619275
35,188,2,1455303518
35,372,4,1455357613
35,254,5,1455301699
36,128,4,1455306183
36,379,4,1455356378
36,162,3,1455357517
36,43,4,1455356388
36,117,5,1455356578
36,315,3,1455356582
36,216,2,1455356591
36,32,5,1455398344
36,250,2,1455302676
36,95,2,1455356595
36,68,2,1455398321
36,4,2,1455356385
36,214,5,1455301798
36,385,2,1455399329
36,133,3,1455301898
36,23,5,1455357578
36,1,4,1455303078
36,181,3,1455356588
36,138,4,1455397999
36,136,3,1455357557
36,172,5,1455303070
36,414,4,1455306101
36,274,4,1455398379
36,278,3,1455301621
36,209,2,1455399533
36,139,4,1455302670
36,242,3,1455356347
36,216,3,1455399087
36,24,3,1455303046
36,354,3,1455402085
36,230,5,1455303057
36,318,3,1455399289
36,39,2,1455356656
37,316,2,1455398107
37,312,2,1455301847
37,371,2,1455356713
37,378,2,1455356327
37,43,5,1455397936
37,34,4,1455303064
37,433,4,1455302401
37,52,2,1455302697
37,93,5,1455398160
37,213,4,1455398096
37,366,2,1455357527
37,300,5,1455357602
37,311,2,1455398153
37,167,5,1455357626
37,260,3,1455302031
37,326,3,1455356796
37,396,3,1455301745
37,367,3,1455301854
37,267,4,1455401876
37,63,5,1455302162
37,103,3,1455357502
37,287,5,1455356357
37,132,3,1455359663
37,256,2,1455399396
37,413,3,1455356320
37,60,5,1455301825
37,385,4,1455357531
37,324,4,1455302791
37,344,5,1455302113
37,404,3,1455357564
37,330,3,1455398002
38,173,2,1455302689
38,385,2,1455301965
38,40,2,1455398339
38,274,2,1455302183
38,364,3,1455356863
38,17,3,1455357607
38,41,2,1455357596
38,4,4,1455304158
38,265,4,1455302747
38,155,3,1455399200
38,1,2,1455357636
38,132,5,1455398141
38,285,2,1455301869
38,208,5,1455301741
38,224,5,1455399573
38,290,2,1455356987
38,215,5,1455301822
38,312,4,1455398131
38,411,5,1455356351
38,236,2,1455356691
38,401,5,1455357541
38,40,5,1455302684
38,118,4,1455356988
38,86,4,1455306124
38,58,2,1455399347
38,202,3,1455357716
38,354,5,1455302591
38,237,4,1455399313
38,326,5,1455357720
38,53,5,1455398390
38,349,4,1455357730
38,117,5,1455398396
38,225,3,1455306257
38,298,3,1455357504
38,195,4,1455399281
38,269,3,1455356990
38,365,5,1455302120
38,227,3,1455301553
38,264,3,1455357387
38,69,5,1455398177
39,167,3,1455356885
39,366,4,1455398127
39,93,4,1455399376
39,241,4,1455302172
39,85,5,1455301892
39,98,4,1455398105
39,55,4,1455356994
39,260,3,1455398111
39,305,5,1455356177
39,254,4,1455357653
39,322,4,1455399232
39,362,3,1455357076
39,386,2,1455306204
39,218,5,1455398089
39,36,5,1455399188
39,269,3,1455302315
39,371,4,1455398092
39,208,3,1455357656
39,319,2,1455398144
39,360,4,1455357698
39,220,4,1455398275
39,360,3,1455302650
39,356,4,1455357384
39,110,4,1455302192
39,408,4,1455356898
39,340,3,1455356776
40,24,5,902154266
40,214,3,902154316
40,196,2,902155135
40,62,5,902154593
40,189,5,902154458
40,59,5,902154266
40,332,5,902154266
40,284,3,902154593
40,211,3,902154567
40,103,3,902154621
40,49,5,902154706
40,211,2,902154383
40,371,3,902155070
40,159,4,902154342
40,179,3,901200263
40,215,5,904510567
40,349,2,902154684
40,402,4,902154431
40,257,2,902154431
40,91,3,902154685
40,410,5,902154316
40,86,2,902154805
40,216,2,902154431
40,106,4,902154383
40,82,3,902154805
40,87,2,902154514
40,247,3,902155043
40,178,2,902154266
40,196,4,902155102
40,185,4,902154514
40,192,2,902154431
40,358,2,902154542
40,37,4,902154487
40,298,5,902154621
40,184,3,901200233
40,99,3,902154266
40,174,4,902155136
40,203,4,902154383
40,197,5,902154542
40,37,4,902154685
40,397,3,902154383
40,255,2,902154647
40,333,2,902154431
40,63,4,902154458
40,21,4,902154542
40,252,3,902155136
40,434,4,902154487
41,432,5,902154487
41,148,4,902154647
41,374,4,902154316
41,379,4,902154542
41,193,3,902154647
41,324,2,902155102
41,308,4,902155102
41,391,5,902154989
41,336,2,902155043
41,45,4,901200111
41,427,4,901200143
41,351,2,901200037
41,187,2,901200070
41,67,4,904510428
41,363,2,902154383
41,203,2,904510428
41,162,4,902153951
41,175,3,1247264471
41,384,2,1247264411
41,88,4,1247263465
41,63,2,1247263375
41,335,5,1247263357
41,396,3,1247263371
41,99,2,1247264106
42,202,3,1247263318
42,185,5,1247263452
42,312,5,1247264096
42,391,5,1247264114
42,267,3,1247264118
42,265,2,1247263404
42,300,2,1247263395
42,48,3,1247264463
42,310,2,1247263334
42,281,4,1247263670
42,180,5,1247263337
42,421,3,1247263495
42,373,3,1247264406
42,239,2,1247263689
42,27,3,1247263444
42,107,5,1247263398
42,84,2,1247263428
42,341,2,1247264220
42,102,5,1247263471
42,377,2,1247264420
